Time,EntityCount,Frames,Events,SystemCount,SystemRunTime,RemotePeerPing,BytesReceived,BytesSent,PacketsSent,PacketsReceived,PacketLossPercent
1.02,4,55,160,8,0.002929688,0,53,8436,55,4,0
2.036666,12,54,537,8,0.00402832,0,107,29854,113,10,0
3.053331,26,55,1046,8,0.006530762,0,173,68117,172,16,0
4.069998,38,56,2013,8,0.0111084,1,278,138846,268,25,0
5.086675,45,54,2822,8,0.01068115,1,370,236037,413,33,0
6.103352,60,54,3444,8,0.01281738,0,475,354074,606,42,0
7.120032,66,60,4594,8,0.01916504,0,606,510112,862,53,0
8.136707,77,60,5376,8,0.02099609,0,737,691506,1168,64,0
9.153358,80,61,6059,8,0.02191162,0,894,895529,1511,77,0
10.17001,93,61,6533,8,0.02984619,0,1012,1115125,1896,87,0
11.18666,99,61,7354,8,0.03167725,0,1143,1361731,2320,98,0
12.20332,121,57,7780,8,0.03417969,0,1274,1622673,2765,109,0
13.23663,131,61,9350,8,0.05432129,0,1457,1935206,3330,124,0
14.25329,132,57,9385,8,0.04516602,0,1679,2248634,3891,142,0
15.28661,150,55,10075,8,0.05126953,0,1849,2585045,4487,156,0
16.30327,157,56,10956,8,0.07751465,0,2006,2949668,5140,169,0
17.31992,174,54,11398,8,0.07794189,0,2215,3329471,5816,186,0
18.33657,190,55,12278,8,0.07043457,0,2398,3738131,6551,201,0
19.36989,198,54,13526,8,0.1084595,0,2646,4187865,7375,221,0
20.40321,213,55,14013,7,0.04278564,0,3095,4653978,8215,244,0
21.41986,217,52,14273,8,0.1099854,0,3343,5128076,9088,264,0
22.43651,223,52,14416,7,0.04327393,0,3875,5606728,9957,289,0
23.45316,228,52,14886,8,0.08435059,0,4175,6101087,10862,313,0
24.46981,240,53,15720,8,0.119873,0,4423,6622655,11822,333,0
25.48646,248,50,15911,7,0.0557251,0,5003,7150411,12784,358,0
26.50311,267,49,16431,8,0.1303711,0,5251,7695828,13779,378,0
27.51976,282,49,17181,7,0.09124756,0,5722,8265670,14817,402,0
28.53642,293,51,18486,8,0.1851807,0,5970,8878494,15938,422,0
29.55307,303,53,20240,7,0.1184082,0,6415,9549208,17171,444,0
30.56972,315,53,20634,6,0.09234619,0,129878,10109438,18195,689,0
31.58637,332,52,21605,7,0.09277344,0,130759,10825210,19507,721,0
32.60302,341,48,20938,8,0.2050781,0,131033,11518162,20772,743,0
33.61967,357,51,23183,7,0.1209106,0,131473,12285663,22196,766,0
34.63632,380,53,24179,6,0.1428833,0,278930,12939609,23400,1066,0
35.65297,388,49,28398,5,0.1152344,0,597194,13560636,24557,1683,0
36.66962,403,47,30201,4,0.1296387,0,976901,14179327,25720,2420,0
37.68628,416,48,31134,3,0.1363525,0,1358637,14827261,26940,3159,0
38.71959,419,52,34667,2,0.01690674,0,2496941,14834584,27003,5301,0
39.73624,433,50,27909,3,0.1431274,0,2709121,15545912,28344,5723,0
40.7529,444,48,33607,2,0.005981445,0,3812369,15553257,28405,7790,0
41.76955,462,43,27473,3,0.1650391,0,4073111,16201425,29615,8304,0
42.7862,484,51,35390,2,0.008728027,0,5234725,16209705,29678,10481,0
43.81952,493,46,33568,3,0.1665649,0,5608283,16946055,31056,11190,0
44.85283,513,48,43014,2,0.006225586,0,7020612,16954606,31116,13837,0
45.86948,511,45,28986,3,0.1477051,0,7222358,17711164,32532,14245,0
46.88614,521,51,38680,2,0.006896973,0,8492128,17719288,32598,16627,0
47.91945,525,45,32139,3,0.1725464,0,8776358,18497311,34057,17183,0
48.9361,530,48,38565,2,0.01403809,0,10042444,18504978,34116,19569,0
49.96942,545,45,33079,3,0.1668091,0,10334377,19306683,35625,20143,0
51.00274,552,50,43578,2,0.007019043,0,11765679,19314885,35692,22832,0
52.01939,569,41,31445,3,0.1913452,1,12057928,20063122,37107,23415,0
53.03604,565,50,43167,2,0.01696777,1,13475718,20071312,37169,26085,0
54.05269,586,43,36625,3,0.1895142,1,13874725,20883203,38699,26843,0
55.06934,586,46,41442,2,0.007507324,0,15235484,20891450,38759,29411,0
56.08599,592,42,40032,3,0.2175293,0,15757425,21710266,40303,30399,0
57.10265,595,45,42363,2,0.03057861,0,17130275,21718294,40364,32975,0
58.1193,608,42,33712,3,0.1795654,0,17406242,22557141,41942,33515,0
59.13595,622,49,39729,2,0.01745605,0,18709997,22566573,42006,35965,0
60.1526,622,41,32638,3,0.192749,0,18952717,23402781,43581,36445,0
61.16925,640,50,41980,2,0.01544189,2,20330526,23412534,43648,39034,0
62.1859,625,41,34022,3,0.2050781,2,20596091,24271112,45270,39556,0
63.20255,652,49,38907,2,0.009399414,1,21872364,24281258,45329,41966,0
64.20255,649,40,36101,3,0.2112427,1,22210567,25135998,46942,42632,0
65.21935,654,49,37231,2,0.009765625,0,23432078,25145307,47005,44928,0
66.23608,664,41,36649,3,0.2533569,0,23747453,26041736,48693,45552,0
67.26955,686,50,39830,2,0.01190186,0,25054916,26051586,48758,48029,0
68.28626,694,36,40944,3,0.2471313,0,25603198,26857164,50279,49065,0
69.31973,693,50,37329,2,0.03112793,0,26850567,26867042,50349,51427,0
70.31978,708,36,42213,3,0.2161255,0,27387537,27702198,51930,52437,0
71.33658,716,50,32819,2,0.02258301,0,28463735,27712419,51996,54468,0
72.3533,726,37,44048,3,0.2855835,0,29035793,28595816,53669,55546,0
73.3701,722,50,32717,2,0.009216309,2,30108870,28605370,53735,57582,0
74.37015,743,37,35259,3,0.2333374,1,30367458,29513232,55452,58099,0
75.38693,761,48,34057,2,0.01776123,1,31484171,29524120,55513,60207,0
76.4203,752,38,37893,3,0.2976685,0,31786963,30473996,57312,60816,0
77.4371,769,49,37760,2,0.009399414,2,33025353,30484774,57380,63157,0
78.43715,760,37,38042,3,0.3562622,1,33341251,31425847,59165,63784,0
79.45395,789,50,36723,2,0.02294922,3,34546012,31436470,59226,66061,0
80.47065,785,36,46455,3,0.3166504,2,35142327,32374571,61003,67202,0
81.50413,803,52,34993,2,0.01245117,2,36289895,32385483,61069,69378,0
82.50414,805,33,40795,3,0.3040771,1,36763352,33260308,62730,70284,0
83.53759,821,49,33856,2,0.01013184,1,37873331,33271610,62792,72385,0
84.53761,838,34,41069,3,0.2869263,1,38305817,34197176,64540,73222,0
85.55439,838,48,34930,2,0.0133667,0,39451090,34207960,64605,75390,0
86.57108,866,34,38615,3,0.3453979,0,39772978,35163358,66418,76031,0
87.58788,864,50,34863,2,0.01104736,0,40915898,35174849,66481,78197,0
88.58791,883,33,41466,3,0.3662109,0,41335861,36126209,68284,79016,0
89.60472,879,51,32407,2,0.01586914,0,42398112,36137700,68353,81021,0
