Time,EntityCount,Frames,Events,SystemCount,SystemRunTime,RemotePeerPing,BytesReceived,BytesSent,PacketsSent,PacketsReceived,PacketLossPercent
41.13935,561,55,39777,8,0.9912109,3,250615057,641005829,1210619,498264,0
42.13945,568,53,37591,8,0.9951172,3,250620590,642244653,1212950,498344,0
43.15623,585,52,41356,8,1.000244,4,250626295,643607421,1215511,498419,0
44.15632,593,53,41380,8,0.9958496,3,250632041,644967951,1218074,498493,0
45.15641,603,52,40137,8,0.9958496,3,250637330,646294062,1220576,498566,0
46.17316,624,50,41379,8,0.9992676,3,250643196,647651679,1223133,498643,0
47.17326,647,49,44129,8,0.9995117,3,250648622,649107043,1225864,498722,0
48.19001,648,47,38230,8,1.013184,3,250654266,650365167,1228240,498800,0
49.20678,654,45,41861,8,1.008057,3,250659749,651745522,1230829,498881,0
50.22354,676,43,40183,8,1.014404,4,250665443,653072109,1233319,498959,0
51.24028,686,44,45832,8,1.003174,4,250671639,654578572,1236150,499043,0
52.25707,691,43,41183,8,1.010254,4,250677169,655937313,1238704,499120,0
53.27383,688,42,41214,8,1.009766,4,250682609,657295881,1241266,499198,0
54.27391,724,39,39553,8,0.9992676,4,250688228,658596961,1243716,499274,0
55.29071,711,37,38401,8,1.009521,3,250693732,659882795,1246136,499349,0
56.32407,745,34,36158,8,1.027344,3,250699389,661054587,1248340,499426,0
57.35753,741,35,36832,8,1.030762,3,250705168,662268448,1250622,499514,0
58.35803,756,33,37177,8,1.000244,3,250710622,663492581,1252929,499595,0
59.37444,766,34,37356,8,1.01709,3,250716213,664724592,1255246,499670,0
60.39121,769,33,36711,8,1.011475,4,250721704,665936837,1257528,499748,0
61.42462,789,33,36941,8,1.025391,3,250727358,667175405,1259850,499834,0
62.44134,789,30,35792,8,1.005859,4,250732834,668334025,1262025,499915,0
63.44144,815,29,36307,8,1.002441,4,250738180,669532863,1264277,499996,0
64.45822,801,29,35087,8,1.013184,4,250743622,670688682,1266455,500078,0
65.49168,841,30,34467,8,1.022949,3,250749353,671825271,1268596,500158,0
66.50841,831,29,35521,8,1.021484,2,250754780,672998673,1270809,500238,0
67.52517,847,27,34178,8,0.998291,4,250760329,674127913,1272928,500326,0
68.54192,882,27,34939,8,1.026367,4,250765803,675277995,1275094,500407,0
69.55865,862,25,35017,8,1.015137,2,250771253,676433421,1277260,500486,0
70.55878,892,25,35265,8,0.9992676,2,250776664,677598612,1279451,500564,0
71.57551,882,24,35765,8,0.9963379,2,250782079,678782434,1281668,500642,0
72.60895,899,24,36727,8,1.0354,3,250787775,679991123,1283930,500722,0
73.62572,909,23,35440,8,1.017334,3,250793342,681168722,1286135,500802,0
74.65915,929,23,37693,8,1.021729,4,250799083,682406899,1288457,500884,0
75.65923,936,22,34464,8,1.000488,3,250804448,683542993,1290593,500964,0
76.65931,935,21,32335,8,1.003418,3,250809817,684608054,1292594,501045,0
77.67606,941,21,33252,8,1.00415,3,250815209,685707816,1294666,501122,0
78.70947,958,21,33760,8,1.034668,2,250820795,686833519,1296785,501202,0
79.72626,957,20,32856,8,1.012939,2,250826600,687905256,1298796,501283,0
80.75964,961,20,34017,8,1.032227,2,250832302,689029961,1300909,501368,0
81.77637,975,20,32698,8,1.015137,3,250837624,690106488,1302935,501448,0
82.80977,988,20,33724,8,1.024414,3,250843199,691219099,1305021,501530,0
83.82651,994,20,33430,8,1.020264,3,250848659,692324165,1307101,501609,0
84.85995,1021,20,35451,8,1.025146,2,250854115,693493015,1309298,501689,0
85.86006,1005,19,33988,8,1.002686,3,250859682,694616597,1311421,501767,0
86.8768,1037,19,33377,8,1.007813,3,250865240,695718158,1313499,501848,0
87.91023,1016,20,34422,8,1.03418,3,250870668,696853240,1315634,501930,0
88.94366,1036,19,33566,8,1.027344,2,250876184,697965025,1317721,502010,0
89.94373,1059,19,35687,8,1.008545,2,250881415,699140470,1319935,502087,0
