Time,EntityCount,Frames,Events,SystemCount,SystemRunTime,RemotePeerPing,BytesReceived,BytesSent,PacketsSent,PacketsReceived,PacketLossPercent
1.036439,8,60,259,8,0.003662109,0,249929437,531248888,1005523,489144,0
2.036544,15,60,920,8,0.004882813,2,249934205,531277892,1005585,489206,0
3.036635,30,60,1809,8,0.008789063,2,249939206,531336953,1005665,489268,0
4.036718,38,60,2446,8,0.01220703,2,249943967,531416640,1005778,489331,0
5.036812,40,60,3166,8,0.01513672,2,249949206,531520251,1005934,489393,0
6.03691,64,60,3683,8,0.01855469,2,249954266,531642012,1006136,489456,0
7.05367,76,60,4710,8,0.02807617,2,249959216,531796286,1006405,489523,0
8.053761,72,60,5952,8,0.03125,2,249964461,531991708,1006743,489588,0
9.053841,84,60,5486,8,0.03198242,2,249969327,532172107,1007049,489652,0
10.05394,93,60,6609,8,0.03613281,2,249974214,532389641,1007424,489715,0
11.05402,114,60,7972,8,0.0534668,3,249979166,532652230,1007885,489778,0
12.05415,124,60,8829,8,0.05761719,3,249984200,532942820,1008403,489843,0
13.05423,134,60,9501,8,0.07202148,3,249989238,533255456,1008948,489907,0
14.05432,137,60,9822,8,0.08374023,3,249994325,533578576,1009529,489970,0
15.05443,148,60,10422,8,0.08203125,3,249999502,533921586,1010136,490033,0
16.05451,157,60,11154,8,0.09814453,2,250004602,534288414,1010808,490096,0
17.05461,169,60,11930,8,0.1047363,2,250009574,534680863,1011519,490161,0
18.05468,197,60,15893,8,0.1208496,3,250014885,535204760,1012469,490229,0
19.05477,217,60,14789,8,0.1477051,3,250019803,535691952,1013370,490293,0
20.05485,222,60,16198,8,0.1782227,3,250025168,536224914,1014354,490358,0
21.05494,253,60,20423,8,0.1931152,4,250030566,536898621,1015584,490426,0
22.05504,275,60,19539,8,0.2363281,4,250035682,537542360,1016781,490490,0
23.05515,272,60,20055,8,0.2646484,3,250041059,538202226,1018010,490555,0
24.05522,289,60,20591,8,0.2915039,3,250046187,538880019,1019276,490619,0
25.05531,312,60,21543,8,0.3166504,3,250051369,539589359,1020593,490689,0
26.05542,297,60,22825,8,0.3483887,3,250056727,540339910,1021997,490756,0
27.05549,319,60,22598,8,0.3374023,3,250061756,541083685,1023372,490824,0
28.05559,331,60,23852,8,0.3652344,3,250067224,541869055,1024835,490892,0
29.05567,339,60,24270,8,0.3791504,3,250072458,542667894,1026331,490959,0
30.07243,342,60,25370,8,0.4020996,3,250077611,543502480,1027885,491029,0
31.07255,368,60,27021,8,0.4396973,3,250082655,544392283,1029543,491093,0
32.05596,373,60,26479,8,0.4831543,4,250087628,545263678,1031158,491155,0
33.07273,388,60,27873,8,0.5380859,3,250092786,546181373,1032866,491224,0
34.07283,419,60,29795,8,0.5861816,4,250097915,547162954,1034698,491289,0
35.07294,406,60,31346,8,0.6491699,3,250103309,548193453,1036622,491356,0
36.07302,440,60,31617,8,0.6630859,3,250108817,549234623,1038580,491427,0
37.07312,444,60,33768,8,0.6906738,4,250113933,550345503,1040663,491491,0
38.07322,475,60,34994,8,0.7241211,3,250119512,551498027,1042818,491561,0
39.07332,492,60,35490,8,0.7368164,3,250125094,552666461,1045005,491635,0
40.07342,503,60,36792,8,0.8068848,3,250130311,553877542,1047278,491704,0
41.09017,530,59,39058,8,0.8762207,4,250135662,555164280,1049692,491774,0
42.10693,517,60,37974,8,0.916748,3,250141129,556396695,1052004,491848,0
43.10701,545,58,44595,8,0.9304199,5,250146395,557882198,1054778,491918,0
44.12377,545,59,39158,8,0.9541016,4,250152019,559170719,1057195,491988,0
45.14052,574,58,40503,8,0.973877,4,250157350,560487841,1059664,492059,0
46.14063,574,53,37358,8,0.9919434,2,250162648,561716919,1061979,492128,0
47.15738,606,53,43840,8,1.01416,3,250168002,563157371,1064670,492198,0
48.17418,619,48,42616,8,1.005859,3,250173559,564562528,1067295,492273,0
49.17432,627,46,39414,8,1.002686,4,250179036,565857607,1069733,492341,0
50.17437,664,42,38761,8,0.9956055,3,250184273,567133229,1072136,492407,0
51.19112,661,42,40271,8,1.013672,3,250189655,568458821,1074634,492481,0
52.20789,679,41,38374,8,1.013184,3,250194932,569721149,1077020,492551,0
53.22464,692,38,39065,8,1.011963,2,250200326,571006715,1079435,492625,0
54.2414,708,36,36700,8,1.01123,3,250205683,572215100,1081709,492698,0
55.25812,718,33,33614,8,1.000977,2,250210964,573322800,1083796,492778,0
56.27494,719,33,34751,8,1.019287,2,250216560,574464890,1085941,492852,0
57.29173,754,33,35141,8,1.008789,2,250221950,575622169,1088115,492925,0
58.29178,730,32,34254,8,1.001953,3,250227385,576748654,1090244,492996,0
59.32522,751,33,37758,8,1.02417,3,250233065,577993760,1092587,493072,0
60.32529,756,32,34569,8,0.996582,3,250238641,579132467,1094739,493139,0
61.34208,759,31,34358,8,1.013184,3,250244088,580261496,1096876,493216,0
62.35886,772,30,33597,8,1.022217,3,250249598,581369034,1098961,493294,0
63.37561,768,31,35580,8,1.01001,2,250255198,582537895,1101164,493367,0
64.40904,777,32,36285,8,1.022217,3,250260996,583731329,1103414,493446,0
