Time,EntityCount,Frames,Events,SystemCount,SystemRunTime,RemotePeerPing,BytesReceived,BytesSent,PacketsSent,PacketsReceived,PacketLossPercent
1.036155,9,60,278,0,0,0,160826966,430672987,813319,320326,0
2.036285,16,60,991,0,0,1,160863429,430673014,813322,320396,0
3.036381,36,60,1910,0,0.0002441406,1,160931239,430673132,813332,320487,0
4.036477,43,60,2727,0,0,1,161025777,430673263,813343,320643,0
5.036581,48,60,3306,0,0,2,161138941,430673485,813361,320817,0
6.036669,62,60,4046,0,0,2,161277179,430673681,813377,321047,0
7.03676,75,60,4923,0,0,2,161443502,430673799,813387,321333,0
8.053516,82,60,6073,0,0,2,161648294,430674021,813405,321685,0
9.053597,93,60,6588,0,0.0001220703,2,161870268,430674243,813423,322060,0
10.05368,106,60,7084,0,0.0001220703,3,162108200,430674452,813440,322467,0
11.05377,118,60,8364,0,0,3,162388755,430674726,813462,322946,0
12.05386,131,60,8612,1,0.0008544922,3,162677790,430675013,813485,323459,0
13.05396,140,60,10156,0,0.0177002,2,163016560,430675501,813511,324051,0
14.05404,147,60,10488,1,0.0007324219,2,163367118,430675866,813540,324665,0
15.05414,166,60,11588,0,0.0234375,2,163753736,430676188,813562,325353,0
16.05424,184,60,12970,1,0.001342773,2,164185865,430676501,813587,326114,0
17.05433,179,60,13240,0,0.02819824,2,164625760,430677014,813614,326917,0
18.0544,208,60,14417,1,0.001953125,2,165106169,430677353,813641,327782,0
19.0545,213,60,15532,2,0.03796387,4,165611436,430688574,813693,328698,0
20.07126,223,60,16463,3,0.05200195,3,166058039,430789187,813899,329514,0
21.07136,238,60,16805,4,0.05090332,3,166521068,430887750,814108,330358,0
22.07145,239,60,17360,5,0.05358887,2,166995411,430987124,814309,331239,0
23.07154,256,60,21145,6,0.0690918,3,167445522,431239243,814790,332069,0
24.07162,270,60,19701,5,0.2492676,3,167493524,431845458,815922,332205,0
25.07172,278,60,19772,6,0.09301758,3,167995569,431999488,816234,333132,0
26.07181,294,60,21313,5,0.2828369,3,168051824,432650250,817459,333282,0
27.07194,307,60,21794,6,0.1159668,3,168599287,432826020,817809,334290,0
28.072,315,60,22931,5,0.3624268,3,168659390,433526216,819117,334445,0
